event_date,run_date,ticker,session,run,hunter,key,claim,kind,evidence,finding,why_not_priced,expected_impact_pct,impact_low_pct,impact_high_pct,band_width_pct,sign,abs_impact_pct,share_of_impact,sole_finding,independence,source,source_domain,cluster,source_date,source_age_days,priced_in_pct,priced_in_basis,name_impact_sum,name_conviction,name_findings,above_floor,move_pct,sign_agreed,resolved
2026-09-02,2026-09-02,AI,amc,backtest/runs/edge-corpus/2026-09-02,AI,AI#0,,,,"The pre-print options tape in this name was almost purely one-sided calls: 152,490 contracts traded on 2026-08-28 of which 97.94% were calls, with 40k volume in the 9/4 expiry alone and consecutive days on the 'Largest CALL OI Increases' list, while the stock rallied 8.45% in five sessions into a print whose own history is 6 down out of 8.","The individual flow prints are public but nobody aggregates 'the long side has already been bought' into the pre-print narrative; the wire copy for this name is consensus EPS and the AI-adoption story. If the crowding were reflected in the price the stock would not have gone up 8.45% in the week before a print it has historically fallen on, and the 35%-of-float short base would not still be there for the flow to be trading against. This is a positioning read, not a fundamental one, and the band is deliberately wide and two-sided because a 48.1m-share short base can also squeeze violently on any contract news.",-1.75,-7.0,4.0,11.0,-1,1.75,1.0,1,"Same source cluster, so it is one finding not three, but the corroborating datapoints are separate messages from different posters and are reinforced by a sell-side note pointing the other way from the flow: DA Davidson reiterated Underperform with a $7 price target on 2026-09-01, https://price-target.com/2026/09/01/173758/ (docs/4954016beba6c404c8c5125434b65f561d9f7689.txt).",https://www.merlintrader.com/c3-ai-stock-hub/,merlintrader.com,merlintrader.com,2026-08-29,4,80.0,adversary,-1.75,1.75,1,0,3.61,0,1
2026-09-02,2026-09-02,NTAP,amc,backtest/runs/edge-corpus/2026-09-02,NTAP,NTAP#0,,,,"NetApp's closest pure-play peer told the market it is raising list prices 'due to a dramatic rise in component costs, which may impact product gross margins', while the corpus's storage-industry analysis says DRAM and NAND are not in a temporary shortage but a 'structural reallocation that will hold prices elevated through 2027' with 2026 NAND demand growing 20-22% against supply of 15-17% and no meaningful new fab capacity before 2027 - and NetApp's own last call already acknowledged cost 'rises due to supply chain issues such as higher NAND pricing' even as it guided a 'really strong outlook' and the market rewarded it with a +22.39% reaction on expanding margins.","The bull case in this capture is uniformly about the demand side - Morgan Stanley upgrading on storage demand, BofA saying the price will rise (2026-08-31), 'AI guidance lifts long-term EPS outlook', an all-time high at $192.84, an added $1bn buyback - and the cost side sits in the same corpus in two documents that are filed under sector rather than company and are never joined to NetApp's P&L. That is the gap: NetApp buys the flash whose price the AI buildout is bidding up, so the same force driving the revenue line squeezes the product gross margin, and the peer has already put a number and a quarter on it. If the market had made the link, NetApp would not be sitting near an all-time high on demand-led upgrades with no captured piece asking what elevated NAND does to a 70%-plus gross margin. The band stays open on the upside because the sector tape on print day was strongly positive - Dell surged 9% on a record $95bn AI backlog and HPE rose 4% - and because NetApp resolved this same cost worry favourably once already in May.",-2.15,-11.0,4.0,15.0,-1,2.15,1.0,1,"Three separate sources, so this is one finding built from a source cluster rather than three findings: the peer call (Yahoo/PSTG), the industry cost analysis (storageswiss, https://storageswiss.com/2026/05/06/memory-and-flash-prices-not-coming-down/) and NetApp's own reported commentary (blocksandfiles). A fourth, weaker corroboration from a different angle: the corpus records 777 NetApp layoffs (https://www.interviewpal.com/layoffs/netapp), which is consistent with cost pressure rather than with margin comfort.",https://finance.yahoo.com/news/pure-storage-inc-pstg-q4-050226157.html,finance.yahoo.com,AGGREGATOR,2026-09-02,0,88.0,adversary,-2.15,2.15,1,0,2.55,0,1
2026-09-02,2026-09-02,NTSK,amc,backtest/runs/edge-corpus/2026-09-02,NTSK,NTSK#0,,,,"Mizuho downgraded Netskope on 2026-08-19 explicitly on a '75% rally since mid-June' - a move invisible in the baseline, whose run-up fields show only -1.22% over five days and -2.34% over twenty - so this stock enters a print it has fallen 12% to 21% on three times out of three having roughly doubled off its June level, with the corpus's retail base positioned long and adding.","The specific thing the market is not holding in view is the size of the base effect. Anyone anchoring on the twenty-day run-up sees a flat stock going into the print; the actual position is a name that has roughly doubled since mid-June and is still 46.68% below its 52-week high, so both the bull and the bear can point at a chart and the crowd has settled on the bull reading. Three consecutive double-digit negative reactions at a September-2025 IPO is the signature of a company whose prints keep landing against expectations that have run ahead of them, and nothing in the capture suggests the pattern has been re-underwritten: there is no sell-side preview, no consensus figure and no company disclosure of any kind in August. The band is very wide and crosses zero because the corpus also carries a genuine positive read-through - CrowdStrike and Okta both reported well in late August and Zscaler reports alongside - and because a 46%-discounted name at 75% realised vol can squeeze hard.",-2.75,-16.0,6.0,22.0,-1,2.75,1.0,1,"From a different part of the corpus and pointing the other way, which is why the upside band is open: a 2026-08-27 message records 'CRWD and OKTA posted the great earnings report, AI Security is the real cash cow', and a 2026-08-26 message notes a Boston Scientific cyber breach as a sector catalyst. Nothing in the filings index corroborates or contradicts the finding - August 2026 contains only a SCHEDULE 13G/A on 2026-08-14.",https://thefly.com/NTSK,thefly.com,thefly.com,2026-08-19,14,88.0,adversary,-2.75,2.75,1,0,4.29,0,1
2026-09-02,2026-09-02,ZEPP,bmo,backtest/runs/edge-corpus/2026-09-02,ZEPP,ZEPP#0,,,,"The immediate pre-print gain in this name had a named and low-quality cause: the stock was 'up 11% pre-market on Wall Street Zen upgrade' on 2026-09-01, an algorithmic rating service rather than an information event, arriving on top of a retail base that had spent the prior fortnight explicitly buying for the print ('we should see a good run up next week following into the ER', 'a good earnings and we are back at $8-9') at a company whose last two prints produced -28.64% and -22.13% and which has disappointed on five of its last seven.","An 11% pre-market move on a quant rating change at a stock with 41,540 shares of average daily volume is a liquidity artefact, not a re-rating, and nothing in the capture aggregates the fact that the froth going into this print is mechanical. The corpus's genuine positive datapoints - an Amazfit athlete winning UTMB, a half-marathon world record set on an unsponsored Cheetah 2 Pro, Balance 3 titanium sold out on the US site, an Amazon marketplace tie-up, roughly $4m a quarter of debt paydown toward the first debt-free year since leaving Xiaomi - are brand and balance-sheet items, not revenue in the reported quarter, and the corpus itself concedes 'might not yet be inflection point'. On a company doing about $300m of annual revenue, five disappointments in seven prints is the base rate, and it is being met with a book that has just been marked up by an algorithm. The band is wide and reaches +10 because two of the seven prints delivered +34.00% and +15.33% and because a 92.66% drawdown means the bar is genuinely low.",-1.75,-14.0,10.0,24.0,-1,1.75,1.0,1,"From a different source in the same corpus and pulling the other way, which is why the upside band is open: the product and athlete evidence at 2026-08-24T14:37:34Z and 2026-08-29T13:29:41Z, and the observation at 2026-08-19T14:41:40Z that 'expectations vs price isn't high'. Nothing in the filings index corroborates or contradicts the finding.",https://www.reuters.com/sports/hyroxs-popularity-soars-fitness-racing-hybrid-chases-olympic-dream-2026-08-19/,reuters.com,reuters.com,2026-09-01,1,78.0,adversary,-1.75,1.75,1,0,8.0,0,1
2026-09-02,2026-09-02,PHR,amc,backtest/runs/edge-corpus/2026-09-02,PHR,PHR#0,,,,"Phreesia's most recent 10-Q added risk factors disclosing its financing arm's dependence on securitization capital and 'restrictive covenants in a new securitization program that could constrain liquidity and operations', alongside higher card-network interchange fees, restructuring-driven execution and morale problems, and longer and more volatile sales cycles - with the filing's risk-factor section running 29,847 words against a 1,394-word average across 714 peers, more than twenty times the peer norm - while a securities class action filed 2026-07-01 alleges the company overstated its growth outlook 'while hiding weaker pharmaceutical marketing commitments in its Network Solutions segment', which is where the high-margin revenue sits.","This is a 210-item capture with exactly one stored document and 29 retail messages in four months - the thinnest attention-to-size ratio in the sample outside the deliberate non-events - and every one of those messages that expresses a view says the stock is cheap ('looks quite cheap still', 'no brainer at this price', 'easy double from here'). Nothing in the capture engages with the securitization covenant, the interchange-fee exposure or the sales-cycle lengthening, and no sell-side note or preview was captured at all. The mechanism that is not being modelled is that a covenanted securitization funding a patient-financing book is a liquidity constraint rather than a growth asset, and it interacts with the Network Solutions weakness the litigation alleges: if pharma marketing commitments are softening, the segment that funds the rest is the one under pressure. I keep the magnitude to a quarter of the median because the disclosure is three months old, was published with an automated alert, and the stock is already 62.03% below its 52-week high, so a good deal of it is in the price.",-2.0,-11.0,6.0,17.0,-1,2.0,1.0,1,"From a different source in the same corpus and pointing the other way, which is why the band stays open on the upside: https://everyticker.com/quote/PHR/analysis/phreesia-s-profitability-inflection-meets-6b-payment-opportunity-nasdaq-phr (relayed 2026-06-10) makes the bull case that the payments business is a $6bn opportunity meeting a profitability inflection - the same financing arm, read as an asset rather than a covenant.",https://d-risk.ai/PHR/10-Q/2026-05-28,d-risk.ai,d-risk.ai,2026-05-29,96,55.0,adversary,-2.0,2.0,1,0,-6.33,1,1
2026-09-03,2026-09-03,YQ,bmo,backtest/runs/edge-corpus/2026-09-03,YQ,YQ#0,,,,"CEO Liu Chang filed eleven Form 4s in eight weeks - 2026-07-06, 07-20, 07-22, 07-31, 08-03, 08-10, 08-11, 08-14, 08-24, 08-28 and 09-01 - taking her holding from 35,149 shares on 20 July to 92,786 on 1 September (a 164% increase) at prices between $1.89 and $2.46, with no sale anywhere in the index; the 9,216-share purchase on 2026-08-28 alone is 74% of the stock's 12,515-share twenty-day average volume.","Only two Stocktwits participants notice it in the whole 30-item capture, on 2026-08-06, and their reading is 'company pumping soon?!' - not an information read. There is no news search for this ticker (n_queries=0 in every sweep), no analyst coverage and no institutional following. The point is not the dollar size, which is trivial ($2k-$20k a clip), but the frequency and the liquidity: eleven consecutive purchases with zero sales, sized at a large fraction of the daily tape, in the run-in to a results release, is the clearest form of insider conviction available in an illiquid ADR - and the stock is still 63.4% below its 52-week high.",3.25,-4.0,15.0,19.0,1,3.25,1.0,1,"Two separate sources confirm every transaction: the EDGAR Form 4 index gives the dates, and ceo-buys.com posts reproduced in two different captured Stocktwits bodies give the size, price and cumulative holding for each one - https://ceo-buys.com",https://ceo-buys.com,ceo-buys.com,ceo-buys.com,2026-09-01,2,65.0,adversary,3.25,3.25,1,1,21.49,1,1
2026-09-03,2026-09-03,CRESY,amc,backtest/runs/edge-corpus/2026-09-03,CRESY,CRESY#0,,,,"Five Form 4s were filed in the five weeks before the annual print (2026-07-30 twice, 2026-08-13, 2026-08-21, 2026-08-26), continuing a documented open-market buying programme by the two Elsztain brothers (Chairman and CEO) and director Saul Zang who together bought the equivalent of ~120,000 ADS at $10.57-$11.23 between 2026-04-22 and 2026-06-05, and there is not a single Form 144 in the whole 400-day index.","Form 4s from a foreign private issuer's controlling family are indexed but never aggregated - the corpus contains no news search at all for this ticker (n_queries=0 in every sweep) and the only place the April-June buys appear is one retail post. Three more filings land in the fortnight immediately before an annual results release, which is precisely the window when insiders normally cannot trade unless they have a standing plan or high conviction. If this were priced, the stock would not still be trading at roughly the same level as the chairman's May purchase price.",1.95,-2.0,9.0,11.0,1,1.95,0.375,0,"The same corpus body records the Argentine macro backdrop that would motivate it from an independent source - Moody's upgrading Argentina from Caa1 to B3 with a positive outlook on 2026-07-21, lifting the MERVAL 1.81% - https://www.reuters.com/world/americas/us-profited-argentina-currency-swap-deal-treasury-chief-bessent-says-2025-11-11/",https://www.sec.gov/Archives/edgar/data/1034957/,sec.gov,sec.gov,2026-08-26,8,45.0,adversary,2.2,2.2,3,0,1.94,1,1
2026-09-03,2026-09-03,CRESY,amc,backtest/runs/edge-corpus/2026-09-03,CRESY,CRESY#1,,,,"This is the fiscal-year-end release (year ended 30 June 2026) and at this company that is the release that carries the annual dividend proposal: the prior year distributed ARS 93,782m in cash plus IRSA shares, a stated ~8% yield, and the corpus records annual ADS distributions of $1.056 (2023) and $0.9921 (2024) with $0.50-1.00 expected this year against an $11.84 share price.","A dividend declaration that is 4-8% of market cap is a discrete cash event, and this issuer gets no US news coverage, no sell-side preview and no consensus in the whole capture. The size of the distribution is a function of ARS-denominated results that outside investors cannot model, so the announcement is a genuine information event rather than a formality.",1.75,-3.0,6.0,9.0,1,1.75,0.3365,0,none - this comes from the same 90-message Stocktwits body as the insider detail and should be collapsed into that source cluster.,https://finance.yahoo.com/news/cresud-sacif-y-cresy-q4-070100490.html,finance.yahoo.com,AGGREGATOR,2026-08-24,10,72.0,adversary,2.2,2.2,3,0,1.94,1,1
2026-09-03,2026-09-03,CRESY,amc,backtest/runs/edge-corpus/2026-09-03,CRESY,CRESY#2,,,,"The company's own reported numbers cut against the bull case the corpus repeats: adjusted EBITDA was 39.7% lower year on year in fiscal Q1 2026 and 19.0% lower in the fiscal first half, with agribusiness contributing only ARS 15,350m of ARS 137,967m, while the headline net income swing (ARS 193,932m against a prior-year loss) is attributed explicitly to 'the gain from changes in the fair value of IRSA investment properties' - a non-cash mark.","It is company-disclosed, so nominally priced - but every other item in the 76-item capture frames the story as record crops and record grain prices and none of them mentions that operating cash earnings have been contracting. The gap between the narrative in the observed corpus and the numbers in the company's own release is the thing worth flagging, and it is why my net number is well below the sum of the two positive findings.",-1.5,-7.0,1.0,8.0,-1,1.5,0.2885,0,none - same document as findings above.,https://finance.yahoo.com/news/cresud-sacif-y-cresy-q4-070100490.html,finance.yahoo.com,AGGREGATOR,2026-02-10,205,88.0,adversary,2.2,2.2,3,0,1.94,1,1
2026-09-03,2026-09-03,IOT,amc,backtest/runs/edge-corpus/2026-09-03,IOT,IOT#0,,,,"Alternative data shows Samsara accelerating hiring into the print: LinkedIn headcount up 4.0% over three months to 5,745 (against 2,895 in the most recent official filings) with 262 active job postings - and AltIndex's own framing is that headcount leads revenue, companies hiring before acceleration and cutting before disappointment.","Headcount and job-posting series are alt-data behind a screening product, never carried by a wire and absent from all six preview items in the same sweep (StockStory, Yahoo, tikr, stocktitan, simplywall.st, saastr) - every one of those frames the print as consensus revenue and ARR. A company adding 4% to its workforce in the quarter it is about to report is not preparing to guide down. If it were priced, the stock would not have fallen 7.5% in the five sessions into the event.",2.25,-2.0,9.0,11.0,1,2.25,0.4286,0,"A separate item in the same sweep, from marketscreener, records RBC characterising Samsara's raised fiscal-2027 guidance as 'somewhat conservative' - a different source pointing at the same beatable-guide conclusion: https://www.marketscreener.com/news/samsara-s-higher-fiscal-2027-guidance-somewhat-conservative-rbc-says-ce7f5dddd08bf424",https://altindex.com/ticker/iot/employees-linkedin,altindex.com,altindex.com,2026-09-03,0,60.0,adversary,5.25,5.25,3,1,3.74,1,1
2026-09-03,2026-09-03,IOT,amc,backtest/runs/edge-corpus/2026-09-03,IOT,IOT#1,,,,"Samsara Beyond 2026, the company's customer conference, ran on 24-25 June 2026 with a broad wave of AI-for-physical-operations product announcements - i.e. squarely inside the fiscal second quarter now being reported, so the bookings and pipeline effect of that launch cycle lands in this print and in the guide that follows it.","The launches themselves were covered in June and are priced as news. What is not priced is the timing relative to the reporting period - none of the six previews in this capture mentions Beyond at all, and a mid-quarter product wave in a land-and-expand telematics model shows up as net-new ARR and as a guidance input, not as a June headline. The tape between the conference and the print is +1.4% over twenty sessions, i.e. nothing was paid for it.",1.75,-3.0,8.0,11.0,1,1.75,0.3333,0,The company's own announcement blog is captured separately in the same sweep - https://www.samsara.com/blog/announcing-new-innovations-to-reduce-risk-increase-efficiency-and-digitally-transform-operations,https://www.theneuron.ai/explainer-articles/everything-ai-samsara-announced-at-beyond-2026/,theneuron.ai,theneuron.ai,2026-06-24,71,80.0,adversary,5.25,5.25,3,1,3.74,1,1
2026-09-03,2026-09-03,IOT,amc,backtest/runs/edge-corpus/2026-09-03,IOT,IOT#2,,,,"The five-session -7.45% fall into the print is sector, not company: the same sweep captures a piece arguing 'The SaaS Rout of 2026 Is Even Worse Than You Think - for the first time ever software now trades at a discount to the S&P 500', and the last Samsara print (2026-06-04) fell 1.16% despite 31% revenue growth, a raised FY27 guide to $2.013bn and a third consecutive GAAP profit.","This is the weakest of the three because it is a framing argument rather than a datapoint, and it cuts both ways - a de-rating sector can keep de-rating. Its value is that it identifies the -7.45% run-in as multiple compression on a name whose three prints before the last one produced +17.4%, +11.1% and +19.5%, which is why I do not read the run-in as informed selling.",1.25,-6.0,8.0,14.0,1,1.25,0.2381,0,"A JPMorgan Q3-2026 software sector report is captured in the same sweep and would corroborate or refute the de-rating claim, but I did not extract a figure from it - https://www.jpmorgan.com/content/dam/jpmorgan/documents/cb/insights/outlook/jpm-q3-2026-software-market-trends-report.pdf",https://www.saastr.com/the-saas-rout-of-2026-is-even-worse-than-you-think-for-the-first-time-ever-software-now-trades-at-a-discount-to-the-sp-500/,saastr.com,saastr.com,2026-09-03,0,80.0,adversary,5.25,5.25,3,1,3.74,1,1
2026-09-03,2026-09-03,BBCP,amc,backtest/runs/edge-corpus/2026-09-03,BBCP,BBCP#0,,,,"The 25% slide from $12.05 on 2026-06-30 to $9.05 at the print coincides exactly with a supply event nobody has connected: an S-3 filed 2026-07-02 and declared effective 2026-07-16 (form EFFECT accepted 2026-07-17T04:15:26Z), with Rule 144 notices of intended sale on 2026-07-09 and 2026-07-10 and a Form 4 on 2026-07-13 in between - and then no filing of any kind for the seven weeks into the print.","The entire Stocktwits stream for this name stops on 2026-07-10 and resumes with one message on the print day - eight weeks of zero observed commentary while the stock fell 25% on 50k-290k share days with no distribution spike. Nothing in the capture links the drawdown to the shelf and the 144s, and no aggregator publishes Form 144s. If the market had de-rated the stock on fundamentals, there would be an estimate cut, a downgrade or a negative filing in the window; there is none - the last sell-side action in the corpus is Baird raising its target to $12 on 2026-06-09.",2.75,-3.0,11.0,14.0,1,2.75,0.7857,0,"The company's own 10-K risk factors, summarised in a separate corpus document, explicitly flag 'concentrated-holder selling and share buybacks potentially boosting volatility' - https://d-risk.ai/BBCP/10-K/2026-01-13",https://www.sec.gov/Archives/edgar/data/1703956/000143774926022501/bbpp20260629_s3.htm,sec.gov,sec.gov,2026-07-02,63,55.0,adversary,3.5,3.5,2,1,16.02,1,1
2026-09-03,2026-09-03,BBCP,amc,backtest/runs/edge-corpus/2026-09-03,BBCP,BBCP#1,,,,"The FY26 guide the company raised on 2026-06-04 - revenue $410-425m, adjusted EBITDA $98-105m, free cash flow at least $45m, driven by data centre and infrastructure volume - implies a materially stronger second half than the $90.6m Q1 and $106.8m Q2 already reported, and this print is the seasonally strongest quarter, the same quarter that produced a +12.19% reaction in 2025.","The guide itself is wire copy from June. What the price has not held onto is the arithmetic: $410-425m against $197.4m reported in H1 requires $213-228m across Q3 and Q4, i.e. run-rate growth continuing, and the stock has since given back the whole post-guide move. The capture contains no sell-side preview and no revised estimate for this print at all, so nobody in the observed corpus has restated the second-half requirement.",0.75,-6.0,8.0,14.0,1,0.75,0.2143,0,"none - the guidance and the Q2 beat sit in the same Stocktwits body as several other entries I used, so this and the supply finding share one captured document even though the underlying facts (EDGAR filings vs the June release) are distinct.",https://www.globenewswire.com/news-release/2026/03/10/3253300/0/en/Concrete-Pumping-Holdings-Reports-Strong-First-Quarter-Fiscal-Year-2026-Results.html,globenewswire.com,AGGREGATOR,2026-06-04,91,88.0,adversary,3.5,3.5,2,1,16.02,1,1
2026-09-03,2026-09-03,EGAN,amc,backtest/runs/edge-corpus/2026-09-03,EGAN,EGAN#0,,,,"Insider selling stopped completely seven months before the print: Form 144 / Form 4 pairs were filed on a monthly cadence through the prior winter (144s on 2025-11-03, 2025-12-01, 2025-12-04, 2026-01-02, 2026-02-02, with matching Form 4s on 2025-11-05, 2025-12-03, 2025-12-08, 2026-01-06, 2026-02-04) and then there is not a single Form 4, Form 144 or 8-K of any kind after 2026-05-14 in the entire 400-day index.","A stopped 10b5-1 programme leaves no trace anywhere except as an absence in the EDGAR index, and nothing aggregates absences. The stock fell 54% from its 52-week high across exactly the window in which the selling stopped, so if the market had read the halt as a signal it would not still be 16% off its low. The honest alternative reading is that the plan simply expired, which is why I keep this modest.",1.4,-2.0,7.0,9.0,1,1.4,0.4444,0,"The 2026-05-23 corpus item records the company's own guidance pointing to 'surging profitability, improved net income, and potential for renewed share buybacks as cash generation exceeds expectations' with $80.5m of cash and no debt - a buyback and a halted insider sale programme are consistent, and that is a different source: https://seekingalpha.com/article/4908218?gt=dc12131794f76e4c",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001066194&type=4,sec.gov,sec.gov,2026-02-04,211,28.0,adversary,3.15,3.15,2,1,-17.86,0,1
2026-09-03,2026-09-03,EGAN,amc,backtest/runs/edge-corpus/2026-09-03,EGAN,EGAN#1,,,,"Between 2026-06-25 and 2026-08-16 the company put out an unbroken run of AI-knowledge proof points - a new AI agent for Zoom Contact Center (06-25), a joint Deloitte report on the '$9 trillion knowledge crisis' (06-22), Gartner Magic Quadrant Leader status for customer service knowledge management (07-21), a named enterprise win at Unigarant (08-11), two Stevie Awards (08-12/13) and a company statement on AI knowledge ARR (08-16) - into a fiscal-year-end print at which the AI Knowledge Hub ARR mix is the disclosed metric.","Six company releases in eight weeks and the observable market response is nil - the same corpus records participants writing '7% revenue growth for a company selling AI agents is terrible' and 'growth here absolutely sucks'. The market is valuing the consolidated growth rate and ignoring the mix shift, and at a $185m market cap with $80.5m of cash there is no sell-side preview in this capture (n_queries=0 in all sweeps) to reconcile the two. Gartner MQ Leader status in the category is the kind of datapoint that changes an enterprise sales cycle and gets no price at all in a microcap.",1.75,-3.0,8.0,11.0,1,1.75,0.5556,0,"The 2026-08-16 ARR statement is a separate company release from the Gartner recognition on 2026-07-21 and the Unigarant win on 2026-08-11 - https://finance.yahoo.com/technology/ai/articles/unigarant-selects-egain-modernize-knowledge-141200508.html - but all three reach me through the same captured Stocktwits body, so treat this as one source cluster.",https://finance.yahoo.com/technology/ai/articles/egain-says-ai-knowledge-arr-140507167.html,finance.yahoo.com,AGGREGATOR,2026-08-16,18,82.0,adversary,3.15,3.15,2,1,-17.86,0,1
2026-09-03,2026-09-03,CIEN,bmo,backtest/runs/edge-corpus/2026-09-03,CIEN,CIEN#0,,,,"An independent photonics research note dated 2026-07-19 documents exactly why Ciena's last print was sold: on 2026-06-04 the company reported revenue up 40%, adjusted EPS nearly quadrupled and RAISED its full-year guide, beat consensus with no guidance cut and no ugly headline, and the stock still fell 13.7% that day and 8.9% the next - 'the results were not the problem', it was the expectations stacked in front of the price; Ciena has since fallen from a 2026-06-02 peak close of $627.00 to $354.16 the night before this print, a 43.5% de-rating of that same expectation stack.","This is a paid Substack note with ~10,000 subscribers and 16 likes, not wire copy - and it is the only document in a 26-item pre-print news sweep that separates the cause of the last two reactions (positioning) from the results (which beat). The mainstream previews in the same sweep (Barchart, Yahoo, Fool, Zacks) all frame the print as a consensus-EPS event. If the market had internalised that the last beat-and-raise was sold purely on positioning, the option market would not be pricing a smaller move than the historical median (a captured headline slug reads 'ciena-options-suggest-94-stock-move-after-earnings-release' against a 12.9% median of prior reactions).",4.0,-8.0,16.0,24.0,1,4.0,0.4848,0,"The same note records that Ciena is 'a correction at a supply-constrained company' with a record backlog whose only open question is conversion speed - and a separate corpus item, a company-sourced fiscal-Q1 report summary, puts the order backlog at $7bn: https://www.fierce-network.com/broadband/ciena-reports-7b-q1-2026-order-backlog-supply-chain-constraints-persist",https://photoncap.net/p/down-40-40-and-14-in-six-weeks-what,photoncap.net,photoncap.net,2026-07-19,46,72.0,adversary,4.75,4.75,3,1,-10.36,0,1
2026-09-03,2026-09-03,CIEN,bmo,backtest/runs/edge-corpus/2026-09-03,CIEN,CIEN#1,,,,"The optical supply chain that gates Ciena's shipments reported strongly in the quarter Ciena is about to report: Lumentum rocketed 15% on blowout earnings, Coherent climbed 9% and Corning gained 5%, with a 2026-08-13 piece framing 'the insane opportunity for companies like Marvell and Ciena' - while Ciena itself fell 40%+ over the same window.","The peer prints are wire copy individually; the divergence is not aggregated anywhere in this capture. For a company the same corpus describes as supply-constrained with a record backlog, upstream component vendors shipping at record rates is the binding-constraint datapoint, not a sentiment read. If it were priced, Ciena would not have made a fresh low the day before its print while its suppliers made highs.",2.5,-4.0,9.0,13.0,1,2.5,0.303,0,A separate corpus item takes the opposite view of the same complex - 'Optics Stocks Divide: Coherent and Cisco Drop After Earnings While Nokia and Ciena Soar' - so the peer read is genuinely two-sided and that is why my range crosses zero: https://finance.yahoo.com/markets/stocks/articles/optics-stocks-divide-coherent-cisco-171505473.html,https://247wallst.com/investing/2026/08/13/lumentum-puts-the-insane-opportunity-for-companies-like-marvell-and-ciena-into-focus-with-one-stunning-quote/,247wallst.com,247wallst.com,2026-08-13,21,75.0,adversary,4.75,4.75,3,1,-10.36,0,1
2026-09-03,2026-09-03,CIEN,bmo,backtest/runs/edge-corpus/2026-09-03,CIEN,CIEN#2,,,,"A dense insider-selling cluster sits at the top of the August bounce: four Form 4s on 2026-08-18 (the session the stock fell from $445.18 to $405.54), Rule 144 notices on 2026-08-14 and twice on 2026-08-17, four more 144s on 2026-07-15, and four Form 4s on 2026-07-17, plus a further Form 4 on 2026-09-02, the day before the print.","Partly priced - a corpus item is explicitly titled around it - which is why I size this small and sign it against my other two findings. The unaggregated part is the timing: the densest Form 4 day in the whole index is 2026-08-18, the exact session of a 9% one-day fall, and one more Form 4 lands the day before the print.",-1.75,-8.0,1.0,9.0,-1,1.75,0.2121,0,Nasdaq's insider-activity page for CIEN is captured separately in the same sweep and points the same way - https://www.nasdaq.com/market-activity/stocks/cien/insider-activity,https://www.kavout.com/market-lens/is-ciena-s-recent-surge-sustainable-amidst-insider-selling,kavout.com,kavout.com,2026-08-18,16,82.0,adversary,4.75,4.75,3,1,-10.36,0,1
2026-09-03,2026-09-03,PL,amc,backtest/runs/edge-corpus/2026-09-03,PL,PL#0,,,,"American Century's 13F filed 2026-08-12 raised its Planet Labs position from 5,813,758 to 14,399,902 shares - a 148% increase of 8.6m shares - making it a top-five institutional owner, disclosed in the middle of a drawdown that has taken the stock 64.3% below its 52-week high.","Individual 13F position changes are public but nobody aggregates one manager's delta against a specific print, and the corpus itself frames it as unnoticed - 'while retail is running scared, institutions keep accumulating'. The important caveat, which I am stating rather than hiding: a 13F filed 2026-08-12 reports holdings as of 30 June, so this is Q2 accumulation and does not prove buying through August. It is evidence about who owns the stock at this price, not about flow into the print.",1.75,-5.0,12.0,17.0,1,1.75,0.5,0,"A separate corpus item on 2026-08-28 notes 'small call buyer for 9/18 expiration, possibly expecting a trend reversal on Space stocks', a different kind of positioning signal in the same direction - docs/9d6320246d8c47c15bc0b33e8312f82c2fb4986e.txt",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&State=0&SIC=&dateb=&owner=include&count=40&search_text=,sec.gov,sec.gov,2026-08-12,22,72.0,adversary,3.5,3.5,2,1,-1.25,0,1
2026-09-03,2026-09-03,PL,amc,backtest/runs/edge-corpus/2026-09-03,PL,PL#1,,,,"The corpus attributes the space-complex de-rating to a capital-flow event rather than to Planet's fundamentals: participants describe 'the volatility before spacex' and 'the pumpers that disappeared after the spacex ipo', and the drawdown moved in lockstep with RKLB across the same sessions, with the stock printing '10 of last 11 days red' and volume described repeatedly as unusually low.","A drawdown caused by capital rotating into a newly listed sector giant is a supply-of-capital fact, not an earnings fact, and nothing in the capture separates the two - there is no news search for this ticker at all (n_queries=0 in every sweep), no sell-side preview and no explanation on record for the -19.2% twenty-session fall. If the market were pricing a Planet-specific deterioration there would be a filing, a downgrade or a contract loss to point at, and the filing record is empty after a Form 4 on 2026-08-07.",1.75,-8.0,12.0,20.0,1,1.75,0.5,0,none of substance - same captured document as finding 1; the two share one source cluster and the scorer should collapse them.,https://ted.europa.eu/en/notice/-/detail/576400-2026,ted.europa.eu,ted.europa.eu,2026-08-28,6,72.0,adversary,3.5,3.5,2,1,-1.25,0,1
